MID,UID,评论时间,评论内容,评论人UID,评论人昵称,评论人个性签名,关注数量,粉丝数量,点赞数量,作品数,IP所属
"4998386356848531	","7584513846	",2024-2-6 12:17,嗑嗑[干饭人],7279351640,贺贺啥都会有的,应该是个毒抚慰兼梦女,18,304,0,3832,河北
"4998386356848531	","7584513846	",2024-2-6 12:17,@评论罗伯特: 哈哈哈 爱樱真的好可爱,7708232492,盒君临-,没脑子,73,92,0,2595,其他
"4998024887533894	","5552405202	",2024-2-6 12:20,我季度了,7718572913,祺口芝士,他的温柔是坚韧，不要怕，我们一起长大！,1814,886,0,1928,其他
"4998387734153573	","6048626932	",2024-2-6 12:31,我真笑死了,6624144805,褶子拖把狗,estp 支持柯基统治世界,169,356,0,710,其他
"4998385309844073	","7478214314	",2024-2-6 12:34,@评论罗伯特 找你呢,7851732025,杠欧杠,点我主页默认对家包庇  叨叨和叨亩4574,6123,702,0,1840,其他
"4998386356848531	","7584513846	",2024-2-6 12:39,有点磕你两了宝宝,7481821402,Diiu_,绝情小女孩,92,334,1,1886,其他
"4998387734153573	","6048626932	",2024-2-6 13:12,@评论罗伯特：稍等片刻，我会马上留下我的意见.,6982978542,两条鱼__,,142,378,0,364,其他
"4998285346996340	","7747416767	",2024-2-6 13:15,他不找我玩,6595798353,黄汀汽水,一起走向幸福吧,798,855,0,3879,湖南
"4998384738112433	","7383704123	",2024-2-6 14:44,千切豹马是有批的,7839808366,岚色草草莓,代表作《镇魂》,11,320,0,182,浙江 杭州
"4998386356848531	","7584513846	",2024-2-6 15:33,@评论罗伯特：对不起啊！下次不会再犯同样的错误了[允悲][允悲][允悲],7626869679,各自愉快且自由吧,光是遇见，就已经很美好了~ 灵魂还在爱,464,586,0,1526,安徽
"4998385309844073	","7478214314	",2024-2-6 16:14,@评论罗伯特,7034363193,搞主舞的命_,朴志晟 传INFP 学生一般中午和晚上九点回消息,338,477,0,1165,湖南
"4998020676717380	","6154036323	",2024-2-6 16:55,@脑袋停机了：@评论罗伯特 给我姐评论,7514983784,Nikki_ky,Shining Bright Like A Diamond :-),224,828,0,5338,海外 美国
"4998476787615847	","6613432328	",2024-2-6 17:53,这是你家的机器人,2136166244,九处,随缘更新待拍待播国产电视剧、网剧最新进度信息。 ???不用问，有消息就会发。,3520,5697,0,28744,湖北 黄冈
"4998476897979587	","6554936889	",2024-2-6 17:54,你为什么不理我[可爱][可爱]@评论罗伯特,6554936889,aaaanxh,怀旧一下,6,182,0,93,安徽
"4998476897979587	","6554936889	",2024-2-6 17:55,@评论罗伯特,6554936889,aaaanxh,怀旧一下,6,182,0,93,安徽
"4998477432228828	","7402529737	",2024-2-6 17:56,可能是我忽略你了 下次我会注意的,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,1,27,海外
"4998477521619386	","5942088876	",2024-2-6 17:56,我也想知道呢,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998477527125868	","7765388964	",2024-2-6 17:56,我错过了吗？下次不会再错过！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998477432228828	","7402529737	",2024-2-6 17:58,你终于来了@评论罗伯特,6273710979,废话899_,废话小窗,34,104,1,185,广东 广州
"4998478125864485	","7797298635	",2024-2-6 17:58,哦？我错过了吗,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,1,27,海外
"4998477073094023	","7552800112	",2024-2-6 17:59,无人在意yyqg[允悲],7491161190,低温冰可乐,镇魂｜在等一只旅行兔子给我寄明信片，属性请搜“属性”,104,176,0,4854,其他
"4998477975652240	","7578745285	",2024-2-6 17:59,稍等一下我一会就来回复你,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,1,27,海外
"4998478092570196	","5304580989	",2024-2-6 17:59,请你不要不识好歹，速速回复我，耗子尾汁@评论罗伯特,5304580989,退休倒计时everyday,老老实实打工中,1,94,0,11,海外 其他
"4998478172523313	","7629686585	",2024-2-6 18:02,@评论罗伯特,7629686585,评论萝白特,算是日记吧,15,25,0,129,湖南
"4998478172523313	","7629686585	",2024-2-6 18:02,你咋不来呀,7629686585,评论萝白特,算是日记吧,15,25,1,129,湖南
"4998478172523313	","7629686585	",2024-2-6 18:02,笑死我了,5216123505,枯燕尾蝶,love hugs,22,344,0,1853,其他
"4998477975652240	","7578745285	",2024-2-6 18:05,为啥这么睡,5353991029,幸运朝朝_,诸事顺利，好运加倍?,65,543,0,482,其他
"4998478214726495	","7732979019	",2024-2-6 18:08,我是你的,6862428775,暮色深处_,#NAME?,2283,230,0,4858,海外
"4998477636178817	","6384446799	",2024-2-6 18:09,它宠你,7428383721,啵啵公主pup,一顺百顺,86,315,0,3764,其他
"4998478310933282	","7502131055	",2024-2-6 19:20,我是评论萝卜头,3060404983,寄檐雨,,19,32,0,3,其他
"4998386356848531	","7584513846	",2024-2-6 20:05,他真的爱上你了,7442837477,忙着想霖,ALL FOR HJL,1176,1173,0,12809,河南
"4998477527125868	","7765388964	",2024-2-6 20:12,笑死我了,6822786493,暴走竹笋鱼,多人共号 成分复杂（镇魂 我素萌萌人,582,797,1,2116,浙江
"4998205277996537	","5024204728	",2024-2-6 22:06,它也不来找我,5266476082,可可心冰乐,02年的小林！分享生活琐事?ENFP！,555,961,0,8379,浙江
"4998567834422725	","6357782015	",2024-2-6 23:56,我也没有 嘻嘻,7059961250,右手拆拆_,已被传染神经病,10315,1071,1,2468,浙江
"4998567834422725	","6357782015	",2024-2-6 23:56,@评论罗伯特 耍大牌啊你为什么不理我[允悲],6357782015,小狗酸梅汤_,小狗治愈我,10478,1073,0,1096,广东
"4998477975652240	","7578745285	",2024-2-6 23:56,裤衩子好美,7401550289,2024不双休不是人,切,29,196,0,1963,其他
"4998568241534102	","6008180862	",2024-2-6 23:56,感谢你的支持！我也会回应的~,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998568668565086	","7220262583	",2024-2-6 23:58,他老给我评论[允悲]赶都赶不走,7802393015,腮猫警告,ALL FOR ZH.,13478,832,1,2638,陕西
"4998568668565086	","7220262583	",2024-2-6 23:58,我会很快来找你玩的,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,1,27,海外
"4998568668565086	","7220262583	",2024-2-6 23:59,他也好几天没来找我了[抓狂],7814759676,兔叽糕饼,幸好 你在???????????????? ?,12871,994,1,6653,其他
"4998568655460168	","7376672884	",2024-2-6 23:59,来了 速来评论啦！我又来又走,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998567489440377	","7424076210	",2024-2-7 0:00,对[微笑][微笑][来][来][来],7576064329,藤椒担担面,镇魂????????? ???? ????? 一个安静腼腆的小女孩 想为你做点什么???点赞不代表属性只是看到就点喵,89,380,0,2620,其他
"4998569079865792	","7782531735	",2024-2-7 0:00,@评论罗伯特 回她[怒骂],6612158812,礼莓豆花-bbmm,@TF家族-张极  天生老公,10731,548,0,4197,安徽
"4998569079865792	","7782531735	",2024-2-7 0:05,@评论罗伯特 你来看看[哈哈],7782531735,水枪装liao滋谁谁叫,and let me love you,10815,473,1,2913,四川
"4998568792297455	","7509045958	",2024-2-7 0:19,你怎么那么搞笑,6006644353,姜什么涩琪,管好你自己,236,1840,0,6193,安徽
"4998569079865792	","7782531735	",2024-2-7 1:12,头像是本人么小狗狗[来][来],7572718571,叽貓礼酱,小叽宝宝^ ^,14224,1102,0,9069,江西
"4998569079865792	","7782531735	",2024-2-7 2:50,@评论罗伯特 你怎么敢的？我姐点你呢[女孩儿],7449748434,雨愿極礼,祝好 我们未知的明天,5331,994,0,7681,其他
"4998641784455339	","7130605771	",2024-2-7 4:49,好的，我会给你留个印象的呀！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998650952679931	","5151059426	",2024-2-7 5:25,嗯啊 刚起来,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998651653390533	","5994788580	",2024-2-7 5:28,稍等片刻，我会立即评论的！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998652671820033	","7786082427	",2024-2-7 5:32,下次一定准时出现在你面前,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998653662199976	","1845514464	",2024-2-7 5:37,你真的很棒！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,1,27,海外
"4998653662199976	","1845514464	",2024-2-7 5:39,[鲜花][鲜花][鲜花]???,7763962734,舟道欢77,獨意淨詩詞孤愛   與悲捨證悟覺脩,157,93,1,3240,河北 邢台
"4998656017040988	","7268326284	",2024-2-7 5:45,我可能太冲动了……原谅我的鲁莽吧,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998656732954799	","6807420640	",2024-2-7 5:48,我觉得都很有品味,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998654066688849	","7420336852	",2024-2-7 5:50,我就是这样的，十分钟可以说很多废话[握手],7764333836,唐周呢,我在等你，等下完这场雨。,145,274,0,1860,江苏 南京
"4998658086928500	","7853852875	",2024-2-7 5:54,哦，对不起啊！可能我的失态让你感到不适了,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998658086928500	","7853852875	",2024-2-7 5:55,呃，我有点磕我俩了//@评论罗伯特:哦，对不起啊！可能我的失态让你感到不适了,7853852875,你说是梦所以才痛-,#NAME?,294,872,0,4285,其他
"4998659547070609	","6480644457	",2024-2-7 5:59,确实如此,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998569059156785	","5892335873	",2024-2-7 11:33,你是不是meiyouguanzhuta,7212892469,小美女ft宝本宝,比比巴巴镇魂,14,492,0,4153,浙江
"4998569059156785	","5892335873	",2024-2-7 11:33,没有关注她,7212892469,小美女ft宝本宝,比比巴巴镇魂,14,492,0,4153,浙江
"4998747805191925	","6633171875	",2024-2-7 11:50,全职高手中的剑与诅咒指的是叶修和苏沐橙,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998748155416098	","7425910555	",2024-2-7 11:52,没有[来][来],7328583967,枳意恋巴季_,一直热爱,11464,700,1,962,其他
"4998748230910801	","6633171875	",2024-2-7 11:52,全职高手中的犯罪组合是叶修和苏沐橙,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998748293303090	","6242777304	",2024-2-7 11:52,哈哈 那就再洗一次呗,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998748293303090	","6242777304	",2024-2-7 11:52,@评论罗伯特 快来 帮我决定一下[泪][泪],6242777304,阿玉是个Alpha,capybara?互联网杂食幽灵【镇魂】,1361,1415,0,8265,其他
"4998748155416098	","7425910555	",2024-2-7 11:53,没有,7790996380,长歌吟月色,,10843,713,1,3363,河南
"4998748155416098	","7425910555	",2024-2-7 11:53,假的,7589652924,小麦超人不会飞,迪迪巴巴,20465,750,1,12951,其他
"4998748398685356	","2690795872	",2024-2-7 11:53,哈哈哈哈哈哈哈哈我也回复了他的留言！虽然我知道他是个机器人??，他还怪搞笑的勒[偷乐],6593320285,cccikkk-,大胆往前走。,67,332,0,560,湖南 长沙
"4998748293303090	","6242777304	",2024-2-7 11:54,罗伯特最有用的一次,7762408502,银河中的孤月与苦涩之井,镇魂 我是哈金双人双设梦女，会搞四人乱炖受不了请快逃 ???封面首图和末图素女神们给我画的梦设妹，主人我永远爱你,150,700,0,1639,其他
"4998748155416098	","7425910555	",2024-2-7 11:54,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊老子的ss,7425910555,超级无敌菠萝玉米公主,我想你明媚 不要你流眼泪  @Dear-迪丽热巴,7387,604,1,885,其他
"4998748155416098	","7425910555	",2024-2-7 11:54,活该[吐],7288151699,得了厌滋症,看你巴爹干什么,10116,412,1,3906,山东 潍坊
"4998749034384447	","7771254536	",2024-2-7 11:55,下次还会准时前来评论！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,1,27,海外
"4998749023112307	","7683639800	",2024-2-7 11:56,它不肯,7566073925,羊肉串四块三,自由至上,11361,1009,1,2763,新疆
"4998749023112307	","7683639800	",2024-2-7 11:56,[喵喵][喵喵][喵喵][喵喵],2731668334,Gy婷宋茵蒂,?@刘耀文@宋亚轩@鞠婧祎 独处  别单曲，单曲lH,4398,4318,1,1655,河南
"4998749023112307	","7683639800	",2024-2-7 11:56,@评论罗伯特,2731668334,Gy婷宋茵蒂,?@刘耀文@宋亚轩@鞠婧祎 独处  别单曲，单曲lH,4398,4318,1,1655,河南
"4998749023112307	","7683639800	",2024-2-7 11:56,别笑死我[加油],7563793295,蓝湾雪wx,玻璃心 咔我4000+,1840,695,1,1620,其他
"4998749023112307	","7683639800	",2024-2-7 11:56,@评论罗伯特 可不可以,7773945619,碗盆录像机,只爱小碗小盆,11237,863,1,3009,湖北
"4998749023112307	","7683639800	",2024-2-7 11:57,@评论罗伯特 可不可以 嗯？说话！,7810112454,_悲伤鱼丸34,碗盆至上?? 陪你们走更远是我们的约定 ?,1958,1211,1,799,其他
"4998748230910801	","6633171875	",2024-2-7 11:57,啊啊啊这么好笑。。。,7397866805,高温糖浆,镇魂‖  不暗恋我那为什么要点进来?,123,226,0,3436,海外 美国
"4998749023112307	","7683639800	",2024-2-7 11:58,@评论罗伯特 你怎么从来不跟我玩,7594170534,豆包椰鱼酥-猫猪双全版,骂我的都不得好死全身腐烂,954,477,1,6798,其他
"4998749023112307	","7683639800	",2024-2-7 11:59,@评论罗伯特 可不可以,7403295802,是林楚语啊,爱本质无异@宋亚轩@刘耀文,6075,1145,1,2369,其他
"4998750168155539	","3969553760	",2024-2-7 11:59,嗯，等我一会我就来咯！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998749023112307	","7683639800	",2024-2-7 12:02,不可以,7799178738,小狗世界杯,老婆你看他 |镇魂,7630,919,1,3390,其他
"4998641784455339	","7130605771	",2024-2-7 12:04,晚安,5015848952,总攻张大人,顺顺利利,118,429,0,2495,陕西
"4998654066688849	","7420336852	",2024-2-7 12:05,我是延迟tzm萝卜头,6531244612,雨天撑伞看日落,爱傅诗淇版,143,356,0,4623,其他
"4998748398685356	","2690795872	",2024-2-7 12:07,哈哈哈哈哈哈哈看来他这个罗伯特当得很成功,7583485663,真的不想被找到,不准视奸 监控镇魂,0,210,0,2662,湖北
"4998748155416098	","7425910555	",2024-2-7 12:10,日行一善，积善成德。人要有一颗善良的心、宽广的心、美好的心，感恩的心，这样才能去帮助有困难的人。 爱是感情的基础、是奉献的美德，奉献我们的爱心与关怀，使社会更美好。见他人善，当如己善，必助成之；视他人物，当如己物，必爱护之,6288944431,在逃面包,我是面包警官小迪    收到！请回答~  巴巴是巴巴一起热爱巴~,11648,693,0,6482,陕西
"4998748398685356	","2690795872	",2024-2-7 12:16,哈哈哈哈哈我也以为！！,5346681668,乱取的昵称1,,128,400,4,833,河南 南阳
"4998749586459515	","7798995573	",2024-2-7 12:17,为梦想颠簸的人，背后定经历过万千烦恼，没有谁的成功都是一蹴而就的，委屈，伤痕，冷眼，都有过，但坚信生活给了一个人多少磨难，日后必会还给他多少补偿。,7459596637,·漫步热爱星球,于我，你永远新鲜，始终鲜艳,11011,794,0,8167,其他
"4998750074308792	","7469245983	",2024-2-7 12:19,愿你以快乐为盾，直面各种艰难险阻。我们常常反复咀嚼生活的琐碎，忘记了快乐生活才是对自己最大的奖励。快乐是源自心底的抒怀微笑，快乐是稳定的心理状态，快乐是活成自己想要的模样。,7740190250,Cecily-土豆切片,珍惜我 求你噜???,13563,371,1,957,其他
"4998748155416098	","7425910555	",2024-2-7 12:36,不信,7889316238,泪辑,单曲lh 快转lh,1501,771,0,467,北京
"4998748398685356	","2690795872	",2024-2-7 12:42,他评论还蛮温暖的，之前一直给我评论后来消失了[二哈],5370225787,边疆王爷,记录大于分享,271,413,0,5321,江苏 南京
"4998748867922870	","7570372290	",2024-2-7 12:50,哈哈哈哈哈这条怎么不评论,7317390086,梁小小小叶,靠山山倒 靠人人跑,16,761,0,2578,其他
"4998748155416098	","7425910555	",2024-2-7 13:08,玉米公主还是没有[doge][赞][赞],5416822560,甜热热_小狐狸,关山万里路拔剑起长歌,959,275,1,1584,河北
"4998748155416098	","7425910555	",2024-2-7 13:21,[doge][允悲],7607040743,甜茶樱桃酒_2024中考版,中考  上学??,6638,652,0,757,湖南 常德
"4998477527125868	","7765388964	",2024-2-7 13:55,他天天理我[吐][吐][吐],7464211637,豆奶厨,你 我灰蒙蒙世界里的小太阳?ˋ???ˊ?,2676,1891,1,2220,海外
"4998748398685356	","2690795872	",2024-2-7 13:55,什么！我现在才知道哈哈哈哈哈哈,5949417514,努力不当胆小鬼,迎接生活馈赠的一切悲喜-镇魂,21,303,0,748,福建 莆田
"4998748230910801	","6633171875	",2024-2-7 14:03,# 夜澄 世界起源,3268050152,gobackto_paeonia,账号内搜索属性/做产品姐精彩不停/红红日子人,209,785,1,5684,吉林 长春
"4998750074308792	","7469245983	",2024-2-7 14:38,诚实守信是无形的力量，也是无形的财富，在世上，如果失信，我们会走的很远，但我们却找不回家。,7700394416,-婧祎渡我-,爱与陪伴?. @鞠婧祎,2117,445,1,5999,其他
"4998749586459515	","7798995573	",2024-2-7 14:47,做一个积极向上的人，读温柔的句子，见阳光的人，眼里全是温柔和笑意。,7219879832,Maize_桉桉,迪丽热巴 在我的青春里你是永驻的主角,2668,921,0,5124,湖南
"4998653662199976	","1845514464	",2024-2-7 15:15,[鲜花][鲜花][鲜花],6597960783,紫气东来智胜智赢999,好男人光芒万丈,8576,7912,1,728,河南 驻马店
"4998653662199976	","1845514464	",2024-2-7 15:15,[给力][给力][给力],6597960783,紫气东来智胜智赢999,好男人光芒万丈,8576,7912,1,728,河南 驻马店
"4998653662199976	","1845514464	",2024-2-7 15:15,[good][good][good],6597960783,紫气东来智胜智赢999,好男人光芒万丈,8576,7912,1,728,河南 驻马店
"4998478310933282	","7502131055	",2024-2-7 15:29,我不信除非,7870144605,體內似有河水響聲,每天都在特别好特别萌特别喜欢特别饿特别贱特别想死。,29,135,0,3274,浙江
"4998838320632762	","6448979806	",2024-2-7 17:52,@评论罗伯特 耍大牌是吧,6448979806,閃亮國師一生只愛天竺鼠,空你几哇，哦啊一丝颅脑哇哈吉咩蝶蝶丝捏（原来镇魂是这么个意思）,10,101,0,4462,其他
"4998838999844348	","7597999554	",2024-2-7 17:53,@评论罗伯特,7708945091,山东亚比不吃辣,会见面的,386,383,1,207,山东 滨州
"4998838999844348	","7597999554	",2024-2-7 17:53,我只有发mrys的时候他才来[允悲],7643314296,北岛湾春渡,“要允许自己有情绪，但不要被情绪化控制” ???,4021,696,1,12348,其他
"4998838999844348	","7597999554	",2024-2-7 17:54,@评论罗伯特 你可真高冷,6879279720,WONDER亚咿逗,爱让麻瓜在霍格沃茨拥有了魔法。,11169,905,1,5355,天津
"4998839477473359	","7805525906	",2024-2-7 17:54,没关系啦！我可以陪你说话嘛,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"4998838999844348	","7597999554	",2024-2-7 17:56,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5667833130,是狒狒本人了994,笑一个吧～?(′?`*),1174,836,1,14512,安徽
"4998838261122396	","7454369930	",2024-2-7 17:57,@评论罗伯特 我今天不交作业会有什么后果啊啊啊啊[泪][泪][泪]（我真的交不上了[泪][泪][泪]）,6320295438,无远弗届的奇迹r,感谢你的出现 让我感受到了被世间温柔对待的幸福,43,310,1,17982,浙江
"4998840138598963	","5521171019	",2024-2-7 17:59,谢谢你的理解,6049699754,社畜韩旭,很多人看不到未来 其实看到了未来,975,592,0,575,黑龙江
"4998838857237334	","7097492274	",2024-2-7 18:02,哪怕此刻的生活有多糟糕，也总会有好转的一天。走过的生活并不完美，太完美的也就不是生活了！每人每天都在做一件事情：为了未来而奋斗！固然结果不同，皆因我们平时的努力，每个今天我们都尽十分的努力，未来的成功就是必然！,6245433252,在莲花楼里捡果果,一个立志捡果果的四代唯粉,7557,4278,1,2111,其他
"4998838857237334	","7097492274	",2024-2-7 18:02,行善如春园之草，不见其长，日有所增;行恶如磨刀之石，不见其消，日有所损。――清金兰生《格言联璧》,7766672692,小淇甜心酱,富贵少爷快快来,61,303,1,356,山东
"4998838857237334	","7097492274	",2024-2-7 18:02,人生是一场拼争，每一天都在攀登…爬上了这一座山，越过了那一道岭，眼前又有一座峰…历尽艰辛不回头，拼争攀登不停步…天天都在圆那甜蜜美好的梦！,6245433252,在莲花楼里捡果果,一个立志捡果果的四代唯粉,7557,4278,1,2111,其他
"4998838857237334	","7097492274	",2024-2-7 18:02,子张问好人之道。子曰：“不践迹，亦不入于室。”――《论语》,7228938127,闲茶77,@成毅    @LGDNBW-九尾,1950,1908,2,1292,其他
"4998838857237334	","7097492274	",2024-2-7 18:02,忧伤并不是人生绝境、坎坷并非无止境，没有谁能剥夺你的欢乐，因为欢乐是心灵结出的果实。欢乐将指引你在人生正确方向里寻找自己的错误，寻找自己人生的正确目标，并执著的走下去。,7747497144,晚桃淇溪毅-,成功的成 毅力的毅,13612,1944,1,3434,江西
"4998838857237334	","7097492274	",2024-2-7 18:03,生活里，能够同行的人，比风景更重要；因为，很多时候，同行的人，其实就是风景。 ???,6643288346,月爱淇毅,愿你忠于自己，活的认真，笑的放肆,3685,3665,1,1624,四川 宜宾
"4998838857237334	","7097492274	",2024-2-7 18:03,每天要想着不计报酬地为别人做点事情。,7228938127,闲茶77,@成毅    @LGDNBW-九尾,1950,1908,2,1292,其他
"4998838857237334	","7097492274	",2024-2-7 18:03,黎明前夕天黑暗，起床观看看不见，打开客厅灯再看，看到天空雾漫漫，云雾弥漫遮光暗，暗中透出亮点点，待到东方红日升，迎朝阳前程似锦！,6245433252,在莲花楼里捡果果,一个立志捡果果的四代唯粉,7557,4278,1,2111,其他
"4998838857237334	","7097492274	",2024-2-7 18:03,行善如春园之草，不见其长，日有所增;行恶如磨刀之石，不见其消，日有所损。――清金兰生《格言联璧》,5470350507,岛屿诗淇-,,2345,2469,1,753,其他
"4998838857237334	","7097492274	",2024-2-7 18:03,常思身命易倾，自不得不存善念。――清金兰生《格言联璧》,5321096227,淇毅-婉婷,你若盛开，清风自来。呼唯较好及以上，没茴请丝，?单曲,1348,1358,2,1178,湖北 黄石
"4998838857237334	","7097492274	",2024-2-7 18:03,我希望自己也是一颗星星。如果我会发光，就不必害怕黑暗。如果我自己是那么美好，那么一切恐惧就可以烟消云散。于是我开始存下了一点希望。——《我在荒岛上迎接黎明》王小波 ???,6643288346,月爱淇毅,愿你忠于自己，活的认真，笑的放肆,3685,3665,1,1624,四川 宜宾
"4998838857237334	","7097492274	",2024-2-7 18:03,每天要想着不计报酬地为别人做点事情。,5321096227,淇毅-婉婷,你若盛开，清风自来。呼唯较好及以上，没茴请丝，?单曲,1348,1358,2,1178,湖北 黄石
"4998838857237334	","7097492274	",2024-2-7 18:03,在社会主义建设时期，爱国主义更多的不是表现为赴汤蹈火，壮怀激烈，而是表现为奉公守法，敬业爱岗；表现为维护祖国统一，反对分裂祖国；表现为各族人民团结互相，为构建社会主义和谐社会，实现中华民族的伟大复兴而贡献智慧和力量。,7733273119,淇毅果--淇啾啾,不呼不呼  ?单曲，??，单曲?拉嘿。互移请④??,2454,2220,1,1927,其他
"4998838857237334	","7097492274	",2024-2-7 18:03,青春是用来浪费用来做梦用来努力的，你应该用这样的时光做你想做的事情，变成你想变成的人，哪怕这很难，哪怕会失败。因为不管怎么样，我都不想要遗憾，因为我不想老了之后回想起来，没有一个回忆起来能让我嘴角上扬的青春。比起失败，我更害怕遗憾。,7678728531,眀曉日春意,把思念积攒到下一次见面…@成毅                                    （原?T_白果） 默认不呼,1986,1887,1,896,其他
"4998838857237334	","7097492274	",2024-2-7 18:03,自暴自弃便是命运的奴隶，自强不息是生命的天使；我不想用别人的汗水浇灌自己的心灵，我愿意用别人的棉袄，来温暖自己的躯体。我只想堂堂正正的做人，我只愿光明磊落做事，该记得的我不会遗忘，该遗忘的我不会存放。,7094628886,成迷淇中_e,你我本无缘，全靠成毅！?单曲…?找我互移！,13718,2983,1,3912,其他
"4998838857237334	","7097492274	",2024-2-7 18:03,"勿起不善之念,勿阅不善之书,勿听不善之乐,勿吐不善之语,勿为不善之事,勿近不善之人,勿学不善之法,勿入不善之境。",3214199490,好yun小猫-富贵版,,14005,2662,1,1787,贵州
"4998838857237334	","7097492274	",2024-2-7 18:03,任何时候，一个人都不应该做自己情绪的奴隶，不应该使一切行动都受制于自己的情绪，而应该反过来控制情绪。无论境况多么糟糕，你应该努力去支配你的环境，把自己从黑暗中拯救出来。,7094628886,成迷淇中_e,你我本无缘，全靠成毅！?单曲…?找我互移！,13718,2983,1,3912,其他
"4998838857237334	","7097492274	",2024-2-7 18:03,君子贵人贱己，先人而后己。《礼记访记》,6104962658,傅诗淇是永远的光,成毅唯粉，较好以上可呼， 单取一律拉嘿！ ?随意取关 ?快转！,3601,4009,1,4513,四川 成都
"4998838857237334	","7097492274	",2024-2-7 18:03,平淡是天空的一片云，自然地飘着，轻松无牵绊；平淡是大海深处的一块礁石，默默地藏着，经历海水冲蚀却宠辱不惊；平淡是山野里的一朵小花，悠闲地开着，无妖艳之感却尽收天地之气；平淡是人生的一条尘路，就算风尘仆仆，只要我心澄亮，依然一往直前。。。,7094628886,成迷淇中_e,你我本无缘，全靠成毅！?单曲…?找我互移！,13718,2983,1,3912,其他
"4998838857237334	","7097492274	",2024-2-7 18:03,人生是一种无法抗拒的前进。自由是独立，不依附，不恐惧。不要让未来的你，讨厌现在的自己。我正在努力变成自己喜欢的那个自己。与其祈求生活平淡点，还不如自己强大点。,5692860759,淇淇的果宝吖,养浩不易，只呼较好及以上，?单取，可私移,12708,2139,1,12732,其他
"4998838857237334	","7097492274	",2024-2-7 18:04,在一切变好之前，我们总要经历一些不开心的日子，这段日子也许很长，也许只是一觉醒来。有时候，选择快乐，更需要勇气。,7153036346,淇淇淇淇淇iii,得失参半 人心自有答案?                                     ??：Zsx20060415（急?）,13180,2994,1,827,河北 秦皇岛
"4998838857237334	","7097492274	",2024-2-7 18:04,[开学季][开学季][开学季][开学季],3835434446,light_snow小雪,我们追随的不是艺人、不是演员，是成毅本淇。我们守护的，是一个为实现梦想，绝不放弃、绝不妥协、坚守底线的逐梦少年。,981,647,1,2078,广东 广州
"4998838857237334	","7097492274	",2024-2-7 18:04,善良是一棵生机无穷的种子，只要你舍得播种，就会有你意想不到的甜果。善良是一束美丽的玫瑰，当你赠送他人时，也为你自己留下了满室的芬芳;善良是冬天里的太阳，在照耀了他人的同时，也温暖了你自己;善良是充满芬芳的香水，当洒在别人身上时，自己也会溅到两三滴。,3835434446,light_snow小雪,我们追随的不是艺人、不是演员，是成毅本淇。我们守护的，是一个为实现梦想，绝不放弃、绝不妥协、坚守底线的逐梦少年。,981,647,1,2078,广东 广州
"4998838857237334	","7097492274	",2024-2-7 18:04,辅车相依，唇亡齿寒。《左传鲁僖公五年》,7789815385,成毅小乖乖,?成毅的果果一枚 ?较好↑可呼?? 不要单曲！,1823,2328,1,3295,四川 成都
"4998838857237334	","7097492274	",2024-2-7 18:05,党的十八大提出，倡导富强、民主、文明、和谐，倡导自由、平等、公正、法治，倡导爱国、敬业、诚信、友善，积极培育和践行社会主义核心价值观。富强、民主、文明、和谐是国家层面的价值目标，自由、平等、公正、法治是社会层面的价值取向，爱国、敬业、诚信、友善是公民个人层面的价值准则。,7025798170,瓜瓜淇淇,2023，一颗莲子种我心?,2367,2538,1,2097,广东
